description,COMMODITY_LEAF_PREDICTED
FTG 1802 FPS-3 3/4 1H STEEL COND STRAP 100/BX 1000/CS,899830
FTG 1803 FPS-4 1-IN 1H STEEL COND STRAP 50/BX 500/CS,899877
ECMP2450PR3 #24-50/PR CAT 3 PLENUM CABLE ** MOHAWK # M56126 ** ** SUPERIOR # 18-599-36 **,899752
EPATCH65BL 5 FT. CAT 6 BLUE PATCH CORD WITH BOOTS,899752
"UNIS HTB37178 3/8"" X 1-7/8"" HEX NUT SLEEVE ANCHOR",899859
FTG ECO-107 F247R 3-IN CLAMP-ON ENT CAP 1/CS,899871
FTG THL-500 F173 1/2 90D EMT CORNER ELL SET SCREW 10/BX 100/CS,899867
FTG ECO-109 F249R 4-IN CLAMP-ON ENT CAP 1/CS,899871
FTG GBL-700 FGB-560 2-1/2 INS GRD BUSHING 25/CS,899826
FTG 1901 FS-50 1/2 1H STEEL EMT STRAP 100/BX 1000/CS,899830
FTG 1902 FS-75 3/4 1H STL EMT STRAP 100/BX 1000/CS,899867
FTG 1903 FS-100 1-IN 1H STL EMT STR 100/BX 500/CS,899867
FTG 1904 FS-125 1-1/4 1H STEEL EMT STRAP 50/BX 250/CS,899867
FTG AC-90 F550 3/8 D/C 90D FLEX CONN 50/BX 500/CS,899869
FTG AC-95 F560 1/2 D/C 90D FLEX CONN 25/BX 250/CS,899869
FTG AC-96 F565 3/4 D/C 90D FLEX CONN 10/BX 100/CS,899864
FTG AC-97 F566 1-IN D/C 90D FLEX CONN 5/BX 50/CS,899864
FTG AC-98 F567 1-1/4 D/C 90D FLEX CONN  10/BX 40/CS,899864
FTG AC-99 F569 2-IN D/C 90D FLEX CONN 5/CS,899869
"UNIS HRMS025125EG 1/4"" X 1-1/4"" ROUND HEAD MACHINE SCREW ELECTRO GALVANIZED FINISH",899859
FTG CLB-50MN FCB-050 1/2 MALL CLAMP BACK 50/BX 500/CS,899877
FTG GBL-800 FGB-570 3-IN INS GRD BUSHING 25/CS,899826
FTG GBL-900 FGB-580 3-1/2 INS GRD BUSHING 25/CS,899826
WTPN 60993BRD1000 #14-2/C UNSHIELDED PLENUM RATED FPLP FIRE ALARM CABLE WITH A RED JACKET,899756
FTG PB-700-D F994 2-1/2 105D PLS INSBSH 50/CS,899752
FTG RN-100 F602 1INX3/4 OFFSET COND NIP 10/BX 100/CS,899830
FTG SH-100-D FJC-58 STEEL S-HOOK 100/BX 1000/CS,899830
FTG THL-750 F193 3/4 90D EMT CORNER ELL SET SCREW 10/BX 100/CS,899867
GC 30-9717-BU PHONE WALL PLATE WHITE 10/BX,899752
GC 32-3062-BU CABLE WALL PLATE IVORY 10/BX,899752
KLEIN 922-25 STEEL TAPE POWER-RETURN 25 X 1,899915
KLEIN 922-30 STEEL TAPE POWER-RETURN 30 X 1 OBSOLETE,899915
WTPN 253186BWH1000 #18-6/C SHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
MAGNUM NDN21 21 P TERM STRIP,899831
"UNIS HHCS050125EG 1/2"" X 1-1/4"" HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH",899859
WAG 222-413 3-PORT GREY PUSH CONNECTOR 50/BOX,899756
THHC XELOGEN FESTOON FT1205XF :DE2504,899752
"UNIS HHCS025100EG 1/4"" X 1"" HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH",899859
"UNIS HFEW037EG 3/8"" X 1-1/2"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
"UNIS TL22F12PG24 2-1/4"" X 24'L SQUARE TUBING 12 GA PREGALVANIZED",899755
WAC H-ENDCAP-WT H SERIES END CAP FOR TRACK,898859
WIRE SJOWA/SJO-12/3-BLK- 250MSTR (.430),899927
WIRE SJOWA/SJO-14/3-BLK-250MSTR (.370),899927
WIRE SJOWA/SJO-14/4-BLK-250 MSTR(.420),899752
WIRE SJOWA/SJO-18/3-BLK-250MSTR (.324),899927
WIRE XHHW-12-RED-7STR-CU-2500,899958
IDEAL 35-511 1/8-1/2 STEP DRILL 1/BX 1/CS  :DE2504 : ALT -IDEAL 36701,900031
WIRE SEU-6-6-6-CU-1000MSTR,899956
T&B 54113UB 250MCM 90D YEL 1H CP LG -/BX 100/CS,899830
"BRDGPORT 520-DC2 1/2 SCR-IN FLXCONN CONDUIT CONNECTOR 100/BX, 1000/CS",899867
FTG PB-300-D F990 1IN 105D PLSTC INSBSH 50/BX 500/CS,899877
FTG RN-125 F603 1-1/4X3/4 OFST COND NIP 5/BX 50/CS,899752
PVC 3-1/2-PVC-SCHED-40 CONDUIT 630/LFT   **YARD**,899866
1/2 ALUMINUM CONDUIT 2500/LFT  **YARD**,899877
NSI IT-250 250-6AWG INSD-TAP CONN 1/BX,899840
T&B D71 8 RING TERM BULK 200/BX 2000/CS,899833
WIRE THHN-600-GRY-37STR-CU-2000MSTR,899956
L-FSE FLNR040ID 250V INDCATOR FUSE 10/BX,899807
OZ-G BS200A 2IN COND BODY CVR CS/10,899873
3/4 ALUMINUM CONDUIT 2500/LFT   **YARD**,899877
WIRE THHN-4/0-YEL-19STR-CU-2500MSTR,899956
MLY TA1AW 22A SP THERM SECT THERMOSTAT 1/BX,899752
C-H ECC225R C/B ENCLOSURE 3PH NEM3R,899778
SIEM5 ECQL1 HANDLE BLOCKING DEVICE HANDLE BLOCKING DEVICE 1/BX,899752
 PVC 4-IN-PVC-SCHED-40 CONDUIT  570/LFT  **YARD**,899866
OZ-G BS200S 2IN COND BODY CVR CS/10,899873
1 ALUMINUM CONDUIT 2000/LFT  **YARD**,899877
FTG C-1250 F57 1-1/4 D/C 2SCR SEC 20/BX 200/CS,899752
BRDGPORT 263-SRT 1-1/4 EMT COUPLING RAINTIGHT 25/BX,899867
C-H GHB2040 40A 2P CKT BRKR,900017
UNIS HLKW031EG 5/16 LOCK WASHER,899859
CABLE 10/2 MC AL SOL 1000R,899951
ACME T181049 .150KVA BUCK&BOOST BUCK AND BOOST TRANSFORMER 1/BX,899752
ACME T181051 .500KVA BUCK&BOOST TRANSFORMER LUG KIT 1/BX,899830
STL-CTY 72171-1-1/4 4-11/16SQ BOX -/BX 20/CS,899752
FTG RN-200 F605 2INX3/4 OFFSET COND NIP 2/BX 20/CS,899863
"JONES LUMBER 4X8 3/4"" CD GRADE FIRE RATED PLYWOOD   **YARD**",899752
GE F17T8XL/SPX41ECO T8 FLUOR 24/CASE   15484  **WM ***DISCONTINUED***,898899
HERA SCC24XL 2' FXT TO FXT CORD CONNECTOR,901161
CONTECH LT-4-B 4FT BLK 1CKT LTG TRACK,899752
" UNIS RC037EG 3/8""-16 ROD COUPLER ELECTRO GALVANIZED",899859
APP RB250-200 2-1/2X2 RED BUSH CS/5,899873
LEW 812-DFB FLOOR BOX 10/BX,901165
CONDUIT 3-1/2-EF-GRAY LIQ-TITE 1 X 25MSTR,899877
1-1/2 ALUMINUM CONDUIT 1000/LFT  **YARD**,899917
CONTECH LT-4-P 4FT WHT LTG TRACK,899752
PVC 6IN PVC SKT MLD END BELL EB-65 77332 5144014 E997R 15/BX,899866
T&B 54510 2/0AWG BLK 2WAY COP CONN 10/BX 100/CS,899830
"UNIS HFEW038EG 3/8"" X 1-1/4"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
MAGNUM NDNAS END STOP,899752
T&B E71 6 RING TERM BULK 200/BX 2000/CS,899833
T&B E72 6 RING TERM BULK 200/BX 2000/CS,899833
"EPCO ACWNM863-1RA 6FT WHIP  1/BX, 10/CS",899752
EPATCH67BL 7 FT CAT 6 BLUE PATCH CORD WITH BOOTS,899752
MLY TA2AW 22A 2P THERM SECT THERMOSTAT 1/BX,900017
PVC 5-IN-PVC-SCHED-40 CONDUIT 380/LFT,899866
WTPN 25224BWH1000 #18-2/C UNSHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
"UNIS HFEW025150EG 1/4"" X 1-1/2"" FENDER WASHER ELECTRO GALVANIZED FINISH ",899859
WTPN 25225BWH1000 #16-2/C UNSHLD PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
WIRE UF-14/2-CU-WG-250C,899958
WTPN 25226BWH #14-2/C UNSHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899927
CPP 4 COND 90 ELBOW GAL 22024000,899866
T&B C71M TERMINAL BELT ASSY 1000/BX 5000/CS,899752
CPP 2 COND 45 ELBOW GAL 15/BX 22222000,899866
CPP 4 X 6 COND NIP GAL 5/BX 25024012,899878
C-H BAB2035 35A 2P CKT BRKR,900017
LEV 5278-C WHT FLNGD INLT-NM5-15P 10/BOX 30/CASE,899977
CONTECH LT-8-P 8FT WHT LTG TRACK,899877
SEL-SW PC1300 1.5V PROC ALK D BATT 12/BX,899752
C-H BAB2040 40A 2P CKT BRKR,900017
C-H BAB2060 60A 2P CKT BRKR,900017
"P&S FS2 FLUORESCENT LAMP STARTER 1/BX, 100/CS",899978
"P&S FS4 FLUORESCENT LAMP STARTER 1/BX, 100/CS",899978
"P&S FS5 FLUORESCENT LAMP STARTER 1/BX, 100/CS",899978
FTG CH-250-B F803B 1-1/4 COND HGR W/BOLT 25/BX 250/CS,899878
2-1/2 ALUMINUM CONDUIT 300/LFT  **YARD**,899877
C-H CH3100 3P-100A-240V CB,900017
LITH ELR2 EMERGENCY RECESS LIGHT,898860
PVC 1-1/4-PVC-SCHED-80 CONDUIT 3300/LFT   **YARD**,899866
GE 9T18Y7240 30/45KVA TFMR LUG KIT,899830
GE 9T18Y7241 75KVA TFMR LUG KIT,899830
C-H BAB2100 100A 2P CKT BRKR,900017
T&B F71-TB 4 RING TERM BULK 200/BX 2000/CS,899833
COND 1/2 FLEX NM LIQ-TITE B 1 X 100'C NM-11 GRY 6002-30-00,899866
C-H FD3200 FD 3P 600VAC RATED LOA,899783
WIRE SEU-8-8-8-CU-1000MSTR,899956
WIRE UF-14/3-CU-WG-1000R,899958
GE THN3361 30A-600V-3PNF SW,899786
C-H 1MPLK1 MECHANICAL LUG KIT,899778
GE THN3362 60A-600V-3PNF SW,899785
C-H 1MPLK3 MECHANICAL LUG KIT,899778
GE THN3363 100A-600V-3PNF SW,899785
WIRE UF-14/3-CU-WG-250C,899958
FTG EFC-50 F760 1/2EMT TO 3/8FLEX CPLG 50/BX 500/CS,899877
GE F72T12/CW/HO/15PK 85W FLUOR 15/CASE   13697  **WM,898899
FTG L-100 FLN-4 1/2 STEEL LOCKNUT 100/BX 1000/CS,899830
PVC 6-IN-PVC-SCHED-40 CONDUIT 260/LFT  **YARD**,899866
LEV 5266-CA BLK ANG PLUG-N5-15P 10/BOX 50/CASE,900009
CPP 2 X 3 COND NIP GAL 25/BX 25022006,899752
FTG C-500 F474 3/8 D/C ROMEX CONNECTOR 100/BX 1000/CS,899816
WIRE NM-B-6/3-CU-WG-2500MSTR,899956
SEL-SW PC1400 1.5V PROC ALK C BATT 12/BX,899752
FTG C-510 F475 3/8 D/C MC CABLE CONN 100/BX 1000/CS,899816
GE 460XCJ 115-120V COIL,900018
FTG EFC-75 F761 1/2 EMT TO FLEX CPLG 25/BX 250/CS,899867
L-FSE 312001P 250V SMALL DIM FUSE 5/BX,899807
L-FSE 312002P 250V SMALL DIM FUSE 5/BX,899807
CPP 1-1/4 COND 90 ELBOW EMT 20/BX 22051300,899867
L-FSE 312003P 250V SMALL DIM FUSE 5/BX,899807
L-FSE 312005P 250V SMALL DIM FUSE 5/BX,899807
WIRE TFFN-18-GRN-16STR-CU-500S,899956
L-FSE 312010P 250V SMALL DIM FUSE 5/BX,899807
MCGILL 160-P 5FT POLE SECTION CS/,899873
STL-CTY 72171-3/4&1 4-11/16SQ BOX -/BX 20/CS,899752
WIRE UF-8/3-CU-WG-500MSTR,899958
FTG BS50A FCC50 1/2 COND BODY CVR 50/BX 500/CS,899883
NER C-550 3/8 D/C S/SCR BX CONN CS/100,899873
L-FSE 31201.5P 250V SMALL DIM 5/BX,899807
GC 32-3066-BU CABLE WALL PLATE WHITE 10/BX,899752
OZ-G BS50S 1/2 COND BODY CVR CS/50,899873
"UNIS ANC34X30X4HDG ANCHOR BOLTS 34 X 30 X 4HDG SET W/4 BOLTS QTY 1 = 4 ANCHOR BOLTS W/2 NUTS, 2 FLAT WASHERS & 1 LOCKWASHER",899752
FTG C-1500 F58 1-1/2 D/C 2SCR SEC CONN 10/BX 100/CS,899864
WTPN 25244BWH1000 #18-4/C UNSHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
FLK VP-440 110-440VAC VOLTPROBE 1/BX,899892
PHIL F21T5835ALTO40PK 40/CASE ITEM #: 23082,898899
WIRE THHN-3-YEL-19STR-CU-2500MSTR,899956
PHIL F21T5841ALTO40PK 1/CASE ITEM #: 230839,898885
L-FSE KLK020 600V MIDGET FUSE 10/BX,899807
CPP 2 X 4 COND NIP GAL 25/BX 25022008,899752
CABLE 12/2 MC AL STRANDED 1000R,899951
SEL-SW PC1500TC24 1.5V ALK AA BATT 24/BX,899752
CPP 4 X 8 COND NIP GAL 3/BX 25024016,899878
IDEAL 35-896 7/8 SH SHIP AUGER 1/BX 1/CS,900031
STL-CTY 54171-1/2&3/4 4 OCT BOX -/BX 25/CS,899756
WIRE SJOOW-18/4-BLK-250MSTR 234850408,899927
FTG L-1000 FLN-13 4-IN STEEL LOCKNUT 25/BX 125/CS,899752
LEV 80401-E 1G BLK WALLPLATE 25/BOX 100/CASE,899999
FTG CL-75MN FPS-3M 3/4 1H MALLEABLE CLMP 50/BX 500/CS,899877
CABLE 8/4 MC STRANDED 500MSTR,899951
FTG C-1251-R F57R 1-1/4 DC 2SCR SEC CON 20/BX 200/CS,899752
FTG L-200 FLN-5 3/4 STEEL LOCKNUT 100/BX 1000/CS,899830
LAMPTRACKER TLU UBENT TRIGUARD 75-ULAMP T8 OR 41-ULAMP T12,899752
APP FD1100 1G MALL FD BOX CS/1,899873
LEV 70046 LAMPHOLDER 1/BOX 5/CASE,898808
T&B 54172UBLB BARREL SH 1H COP LUG 10/BX 100/CS,899830
"UNIS HHCS037300EG 3/8"" X 3"" HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH",899859
LITH LRP1RC120/277ELN PNL PANEL ONLY,898860
WIRE THHN-250-RED-37STR-CU-1000MSTR,899956
NER CH-700-B 3-IN COND HGR W/BOLT CS/25,899873
WIRE THHN 1 BLU-19STR-CU-2500MSTR,899956
GE THHQB1120 1P 20A 120V BOLT-ON CB,900017
GE F18DBX/827/ECO4P FLUOR LAMP 50/CASE   97598,898909
"HERA UNDERCABINET ES13PWW 13"" 10W FXT W/WM WHT LMP :DE2302: ALT- EL/LED/12/3000/XL ",898891
GE F32TBX/830/A/ECO FLUOR LAMP 10/CASE   97630,898909
WIRE UF-10/2-CU-WG-250C,899958
SEL-SW PC1604TC12 SQ 9V ALK BATT 12/BX,899752
CPP 2-1/2 COND 90 ELBOW EMT 22052500,899867
FTG G5 5/8 F1051 GRND ROD CLAMP 50/BX 200/CS,899877
STL-CTY 58361-1/2 1-7/8D HANDYBOX -/BX 50/CS,899756
GE 194 14V .27A T3-1/4 WEDGE LAMP 50/CASE   25965,898909
"SEMINC WP804-100L STAINLESS STEEL SPLIT PLATE WITH 1"" HOLE IN CENTER WITH GROMMET SINGLE GANG SIZE",899752
WES 0103011 5/8 PANCAKE SUP BOX BP 48/CS,899756
WIRE THHN 1 BRN-19STR-CU-2500MSTR,899956
ETP AMC-5075 CONNECTOR CS/25,899873
WIRE THHN-4-ORG-19STR-CU-5000MSTR,899956
IDEAL 31-850 1/2X600FT PULL ROPE 1/BX 1/CS,899894
PVC 3/4 THRD ML ADP CONN KTA15 89007 5163416 A243E 100/BX,899866
WIRE NM-B-8/2-CU-WG-250C,899958
"BRDGPORT 93-DC2 1-IN 90D FMC CONN CONDUIT CONNECTOR 10/BX, 100/CS",899864
PHIL PLC18W354PALTO10PK 1/CASE ITEM #: 383323,898885
"UNIS HHCS025150EG 1/4"" X 1-1/2"" HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH",899859
3/8 FLEX ALUM REDUC-WALL 1 X 100'C ABR-10 5601-30-00,899877
FTG L-300 FLN-6 1-IN STEEL LOCKNUT 100/BX 1000/CS,899830
1/2 FLEX ALUM REDUC-WALL 1 X 100'C ABR-11 5602-30-00,899752
NER L-1100 5-IN STEEL LOCKNUT CS/10,899873
GE F17T8XLSPX50/ECO FLUOR LAMP 24/CASE   10415  **WM ***DISCONTINUED*** SUGGESTED REPLACEMENT .302205,898899
FTG PB-1000-D F997 4-IN 105D PLS INSBSH 25/CS,899752
CPP 2 X 6 COND NIP GAL 25/BX 25022012,899752
ALLIED 9351-NK 4-IN RND OUTLET BOX 48/BX,899755
COND 3/4 FLEX NM LIQ-TITE B 1 X 100'C NM-12 GRY 6003-30-00,899866
 WIRE NM-B-10/3-CU-WG-2500 MSTR,899956
ERC 12P58 3/4 PUSH-IN CONDCLIP 100/BX,899877
3/4 FLEX ALUM REDUC-WALL 1 X 100'C ABR-12 5603-30-00,899877
GE THQB21100 2P100A 120/240V CB,900017
IDEAL 36-043 6X3/4X.035 18TPI BLADE 5/BX 5/CS (MIN ORD QTY 5),900034
FTG C-750 F55 3/4 D/C 2-SCR SEC CONN 50/BX 500/CS,899877
IDEAL 36-057 6X3/4X.035 BLADE 5/BX 5/CS (MIN ORD QTY 5),900034
WIRE UF-10/3-CU-WG-250C,899958
WIRE UF-6/2-CU-WG-500MSTR,899958
1-IN FLEX ALUM REDUC-WALL 1 X 50'C ABR-13 5604-24-00,899752
OZ-G BS75A 3/4 COND BODY CVR CS/50,899873
IDEAL 36-067 12X3/4X.050 BLADE 5/BX 5/CS (MIN ORD QTY 5),900034
WIRE THHN-2/0-ORG-19STR-CU-1000MSTR,899956
IDEAL 36-073 24TPI SAW BLADE 3/BX (3 BLADES PER BOX),900033
WIRE NM-B-8/3-CU-WG-125C,899958
CPL L901P WHT PLUG-IN CONN,898859
GE F21W/T5/841/ECO FLUOR LAMP 40/CASE   46687 TEMP. REPLACEMENT IS .10533,898899
CONDUIT 1-1/4 FLEX ALUM REDUC-WALL 1 X 50' ABR-14 5605-24-00,899877
PVC 3-IN-PVC-SCHED-80 CONDUIT 880/LFT  **YARD**,899866
OZ-G BS75S 3/4 COND BODY CVR CS/50,899873
L-FSE KLPC1200 600V CLASS L FUSE 1/BX,899807
SAT S4885 250W R40 250R40/1/TF LMP 12/CS  04885 CA LAWFUL,898887
WIRE XHHW-1-BLK-STR-AL-2500MSTR,899958
WIRE XHHW-2-BLK-STR-AL-5000MSTR,899958
FTG L-400 FLN-7 1-1/4 STEEL LOCKNUT 100/BX 1000/CS,899830
OZ-G BS250S 2-1/2&3IN COND BDY CVR CS/~,899873
WIRE XHHW-4-BLK-STR-AL-5000MSTR,899958
WIRE XHHW-6-BLK-STR-AL-1000MSTR,899958
LEV 1221-2W SP 20A 277V WHT AC SW 10/BOX 50/CASE,899990
FTG WC-1252 FWTC-12 1-1/4 WT SEC CONN 10/BX 100/CS,899864
WIRE UF-12/2-CU-WG-1000MSTR,899956
WIRE THHN-14-WHT-SOL-CU-500S/R,899956
CPP 2 COND 90 ELBOW GAL 10/BX 22022000,899866
EPCO TY16 350FT 16GA BLK TIE WIRE 1/BX 20/CS,899875
CONDUIT 1-1/2 FLEX ALUM REDUC-WALL 1 X 25' ABR-15 5606-22-00,899752
WIRE THHN-4-PUR-19STR-CU-1000MSTR,899956
FTG EFC-100 F762 3/4 EMT TO FLEX CPLG 25/BX 250/CS,899867
GE F96T12/CW/HO/CT FLUOR LAMP 15/CASE   11918G,898899
FTG 416 1/4 FMS-4 1-HOLE COND STRAP 100/BX 1000/CS,899877
KLEIN 63167 REPLACEMENT MOVEABLE CUTTING BLADE FOR 63060,899916
WIRE THHN-3/0-BLU-19STR-CU-2500MSTR,899956
STI SSS100 10.5OZ TUBE SEALANT 12/BX (RED),899752
APP CN-50 1/2 D/C BUSHED NIPPLE CS/50,899873
T&B 54162-TB 3/0AWG ORG 1H COP LUG 10/BX 100/CS,899830
CPL 2EP3GX-332S36I-UNV-EB81-U 3-LAMP 2X4 18-CELL PARABOLIC,898855
CPL L908P WHT MINI CONNECTOR,898859
CABLE 12/4 MC ALL PURP AL 1000'R,899951
NER SC-50 1/2 D/C SQZ FLEX CONN CS/25,899869
FTG HL-500 F171 1/2 D/C 90D CORNER ELL 10/BX 100/CS,899830
"UNIS HHXN050EG 1/2"" HEX NUT ELECTRO GALVANIZED FINISH",899859
PVC 3-1/2 TYPE-LB PVC FTG SLB90S 77549 5133671 E986M 5/BX,899883
JUNO T38BL END CONN FLEX/BX SFC BLK,898859
CONDUIT 2-IN FLEX ALUM REDUC-WALL 1 X 25' ABR-16 5607-22-00,899752
WAG 773-162 2-PORT YELLOW PUSH-IN CONNECTOR 100/BX  DE2505 : ALT-IDEAL 30-1032,899877
WAG 773-164 4-PORT ORANGE WALL NUT 18 - 12 100/BX  DE2505 : ALT-IDEAL 30-1034,899838
WAG 773-166 6-PORT WALL NUT 18 - 12 AWG 50/BX  DE2505 : ALT-IDEAL 30-1088J,899838
WAG 773-168 8-PORT GREY WALL NUT 18 - 12 50/BX  DE2505 : ALT-IDEAL 30-1090J,899838
JUNO R23WH WHT MINI CONNECTOR,898859
FTG SC-75 F692 3/4 D/C SQZ FLEX CONN 25/BX 250/CS,899869
WAG 773-173 3-PORT RED CONNECTOR 10AWG 50/BOX  DE2505 : ALT- IDEAL 30-1039,899838
NER CH-300-B 1-1/4 HEAVY WALL COND HGR W/BOLT CS/100 ,899877
WIRE THHN-3/0-BRN-19STR-CU-2500MSTR,899956
CABLE 6/3 MC STRANDED 1000R,899951
T&B 14RB-250F 16-14 INS FEM DISCON 100/BX 500/CS,899877
LEV 69586-U24 24PORT CAT6 PATCH PNL /BOX 1/CASE,899977
GE MVR175/C/U COATD E28MOG MH LAMP 12/CASE   47761,898910
FTG L-500 FLN-8 1-1/2 STEEL LOCKNUT 100/BX 1000/CS,899830
LEV 41642-I IV EMPTY HOUSING 1/BOX 20/CASE,899999
GE F17T8/SPX35/ECO FLUORESCENT LAMP 24/CASE 45747,898899
COND 1 FLEX NM LIQ-TITE B  1 X 100' NM-13 6004-30-00,899866
2-1/2 FLEX ALUM REDUC-WALL 1 X 25' ABR-17 5608-22-00,899752
ADV 71A6051001D MH BAL 400W M59 5-TAP KIT,898834
GE MVR400/U/ED28 MH LAMP 12/CASE   18904,898910
CPP 1-1/2 X CL COND NIP GAL 25/BX 25021501,899752
APP BH-500 1/4-20 TAPPED BEAM CS/25,899873
T&B 3305 1-1/4 2SCR NMC CONN 10/BX 20/CS,899864
GE TQLFP1 1-IN FILLER PLT,899929
CPP 2 X 8 COND NIP GAL 10/BX 25022016,899752
FTG RN-50 F600 1/2X3/4 OFFSET COND NIP 10/BX 100/CS,899830
WIRE 2-3&4-1-AL-URD-DYKE 1000MSTR,899945
CABLE 12/2 MC ALL PURP AL 1 X 250'C,899951
JUNO R24WH L WHT CONNECTOR,898859
ALLIED 1096-N 1G 3-IN-D SW BOX 100/BX,899755
FTG RN-75 F601 3/4X3/4 OFFSET COND NIP 10/BX 100/CS,899830
JUNO R731BL LV GIMBAL BLK W/TRANSF ***DISCONTINUED***,898859
3-IN FLEX ALUM REDUC-WALL 1 X 25' ABR-18 5609-22-00,899752
WTPN 25291BWH1000 #22-2/C SHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899927
WIRE 2-2&4-1-AL-URD-STEPHENS 1000MSTR,899945
ADALET SHS50 CABLE CLAMP SPRING 10/BX,899877
1/2 CW SEALTITE BLUE 1000FT RL 6402-60-00 MSTR,899752
GE CMH70TU/830/G12 70W MH LMP 12/CASE   20016,898910
WTPN 25293BWH1000 #18-2/C SHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
ALLIED 1099-N 1G SW BOX W/NAILS 100/BX,899755
WTPN 25294BWH #16-2/C SHIELDED PLENUM CONTROL CABLE WITH A WHITE JACKET,899752
LEV 830-T ANGLE TRAILER PLUG 1/BOX 10/CASE,900010
GRIPPLE YHF2-TG-15FT-460MM Y FIT TOGGLE HANGER 100LB MAX (10 PIECES = 1 BAG),899878
FTG L-600 FLN-9 2IN STEEL LOCKNUT 50/BX 500/CS,899877
FTG PB-800-D F995 3IN 105D PLSTC INSBSH 25/CS,899752
"UNIS HHXNNYLON025 1/4""-20 NYLON INSERT HEX NUT ",899859
,899752
3-1/2 FLEX ALUM REDUC-WALL 1 X 25' ABR-350 5610-22-00,899752
GE TEYLD1 HANDLE LOCK-OFF,899752
BRDGPORT 101-DC 1/2 D/C LOCKNUT FITTING 100/BX 1000/CS,899867
L-FSE 312.500P 250V SMALL DIM FUSE 5/BX,899807
OZ-G 4Q-300T 3IN STR INS L/T CONN CS/1,899864
WIRE SER 1/0-1/0-1/0-2 ALUM 1000MSTR,899752
PVC 3X3 INT VERT-LOK SPCR IS4545 29555 5336031 S289LLN 45/BX,899866
GE GE432MAX-H/ULTRA ELECTR BLST 10/CASE 71723 OLD: 49777,898828
GE F28T8/XLSPX41ECO FLUOR LAMP 36/CASE  72866 ***,898899
CPP 3/4 X 12 COND NIP GAL 25/BX 25020724,899752
VIKING 125PP5M ROMEX STAPLE 5000/BKT,899752
LEV 8360 RECEPTACLE 18-60R 1/BOX 10/CASE,899976
C-H 1MM512RRL MTR MOD 125A NM3R,900020
FTG C-2000 F59 2-IN D/C 2-SCR SEC CONN OVAL 10/BX 100/CS,899864
FTG CLB-100MN FCB-100 1IN MALL CLAMP BACK 25/BX 250/CS **ORDER WITH FTG CL-100MN FPS-4M 1IN 1H MALLEABLE CLMP**,899877
BODINE B100ELC (END OF LIFE COMPATIBLE),899752
ACME T253008S .500KVA 1PH TFMR DISTRIBUTION TRANSFORMER 1/BX,899752
VIKING 125P1 ROMEX STAPLE 100/BX 5000/CS,899877
VIKING 125P5 ROMEX STAPLE 500/BX 5000/CS,899838
GE THQL1115 1P 15A 120V PLUG-IN CB,900017
NER GC-2 1-1/4 TO 2 BRZ GRD CLAMP CS/25,899873
GE THQL1120 1P 20A 120V PLUG-IN CB,900017
OZ-G LR-100 1IN MALL LR COND BODY CS/5,899873
4-IN FLEX ALUM REDUC-WALL 1 X 25' ABR-19 5611-22-00,899752
GE THQL1130 1P 30A 120V PLUG-IN CB,900017
IDEAL 44-973 LOCKOUT/TAGOUT KIT 1/BX 1/CS,899816
JUNO T38WH END CONN FLEX/BX SFC WHT,898859
WIRE SO-6/3-BLK-250 MSTR (.885),899927
WIRE SO-6/4-BLK-250MSTR (.950),899927
OZ-G TB-75 3/4 MALL TB COND BODY CS/5,899873
WIRE THHN-12-BRN-SOL-CU-500S,899956
WIRE THHN 10 WHT-SOLID-CU-500S,899956
ACME T253011S 1.5KVA 1PH TFMR TOTALLY ENCLOSED DRY TYPE 1/BX,899752
CPP 3/4 COND CPLG ALUM 50/BX 21140700,899863
WIRE SER 1-1-1-3ALUM-1000MSTR,899752
WIRE SO-8/3-BLK-250MSTR (.750),899927
GE LU150/MED CLR HPS LAMP 6/CASE   13252,898910
WIRE SO-8/4-BLK-1000MSTR (.820),899927
SO-8/5 250R GENERAL / CAROL #16065,899752
WIRE THHN-600-PUR-37STR-CU,899956
FTG HL-750 F191 3/4 D/C 90D ELL 10/BX 100/CS,899752
CABLE 12/2 HCF AL SOL 1 X 250'C,899951
OZ-G SGN-100 1IN COND BODY NEO GAS CS/100,899873
OZ-G T100A 1IN ALUM T COND BODY CS/5,899873
WAG 773-114 PORT GREEN PUSH CONNECTOR 100/BX,899877
LEV 8430 RECEPTACLE 15-30R 1/BOX 10/CASE,899977
GE F25T8XLSPX50/ECO FLUOR LAMP 24/CASE   10416  **WM ***DISCONTINUED***,898899
